sample_id,img_name,label_name,label,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares
sample_0577,sample_0577_crop_sphere_outlier_mean_std_inpaint.nii.gz,sample_0577_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,sphere_mean,0.7869148679524861,0.5295489751168502,32.0694029279108,60.5598432530898,59.92703897240376,78.89233169326408,69.05070600652827,79.4764115948877,27958.83333333333,47.655441056728414,0.4568113657986796,9751.9901441073,0.3487981786593611,27999.25,136.0,628.0,36179083168.0,4.825429493037824,243.0,5.608710522577557,1441.0,164.4013684869269,337.75804709054705,271.0,-155.0,1596.0,104.9989976067994,401.89313320867,1.537983617542534,4522385396.0,0.0467807961395072,47437.59214586159,508.8213629296927,20.98540337114009,478546.0171049509,7760.030673427517,289.64497058583595,15.913819515178028,0.8958481525159413,2.7645020683035435,3.044521425541578,8.056040540597749,0.0058409252584687,8.502470990021367,-0.2324083898108576,0.9389377748570988,0.3439559721431759,0.9963201996978986,0.4189334035818602,0.9608018514988136,0.3363394804870513,0.0193694811328735,5.756906459180481,76.3896975252535
sample_0571,sample_0571_crop_sphere_outlier_mean_std_inpaint.nii.gz,sample_0571_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,sphere_mean,0.649163565621117,0.468782037586975,37.4483837754118,79.88442553851874,69.87131027825369,95.82536198731523,80.75270893288967,96.85685313905256,56330.77604166666,51.85805852017945,0.3835334402594251,18528.689831695887,0.3289265856730007,56482.5,91.0,622.0,66880892991.0,4.842652225292869,243.0,6.230564612712053,1422.0,176.56461759389032,300.2415194971894,223.0,-139.0,1561.0,107.29456545709117,384.7238255803687,1.7566809980274605,8360111623.875,0.0476483061502446,57867.45193921284,430.4452481942834,18.50474906361382,826044.8806274477,12248.899510301,365.8010019680517,13.728493672095352,0.9276944700031182,2.4152135065331253,2.881158656678429,7.721737310606347,0.0074726426106184,8.282007721088677,-0.2900511188588406,0.9662145715420783,0.3970968778790607,0.9966336884660826,0.4619535608987736,0.9646981442415208,0.3740894776567431,0.0245573781176712,5.815903323855063,94.88237391003676
sample_0577,sample_0577_crop_sphere_outlier_water.nii.gz,sample_0577_crop_label_sphere_outlier_water.nii.gz,sphere_water,0.8546146784060775,0.5134695751280157,28.820588599890534,56.12910675906187,59.92703897240376,78.89233169326408,69.05070600652827,78.9699309864204,29998.63020833333,47.968758522116055,0.4797410610507003,9732.211000821417,0.324421846372102,30023.0,138.0,723.0,48216333711.0,4.982460347765064,271.0,5.46015034677235,1483.0,192.5858916867409,366.63272740898645,283.0,-155.0,1638.0,119.33812743341387,448.0485286864086,1.598022658033961,6027041713.875,0.0429609976770421,66327.92725070332,589.7525528850666,22.168767762722496,935512.8740242526,13579.582880125285,411.4869440017874,18.29843151216633,0.9149037867185046,2.936245158886192,3.1246263251627315,9.430184396133363,0.0052367728250077,8.73745926512796,-0.2424197747988709,0.9489120655037708,0.3342121023413386,0.9960288523511768,0.4100721410576298,0.9597579848834882,0.3274376221395261,0.0182840822459114,5.923003438554529,107.44634387848842
sample_0857,sample_0857_crop_warp_outlier.nii.gz,sample_0857_crop_label_warp_outlier.nii.gz,warp,0.7308036894262411,0.4717806687560837,37.42437346332694,79.3257883202412,76.22663576467218,88.32043931050163,79.01423922306662,90.77995373429091,57671.458333333336,57.9715787710773,0.3531604280656304,20440.242580555343,0.354425623545246,57715.875,125.84932098388671,711.6328979492189,90438823543.1014,5.060396502037392,291.2907409667969,4.876964384325119,1504.9471435546875,189.7545907854599,366.6525884532289,299.4991455078125,-138.461669921875,1643.4088134765625,124.19599906449162,442.5728992305996,1.3648128467993716,11304852942.887676,0.0382395358147053,61436.650513925495,547.791654401858,21.321265783778586,721603.9613823508,10334.40766562579,387.329596069449,14.550654408751155,0.9276749663212726,2.5413356821327597,2.947827680277063,7.860680527419982,0.0052453696010414,8.649669493840866,-0.2922766203002624,0.9703900931685104,0.382720332775087,0.9968295588552204,0.4500679859931539,0.9649439835286032,0.3601640334747079,0.0171997123075128,6.037369381334083,100.47006261955008
sample_0577,sample_0577_crop.nii.gz,sample_0577_crop_label.nii.gz,normal,0.628398949344613,0.4561896652364305,32.505886336635925,71.25520110103551,59.92703897240376,78.89233169326408,70.5868259663232,79.4764115948877,36437.79166666666,44.77669350722984,0.4428553738057347,12002.09070161729,0.3293857874651832,36467.875,145.0,862.0,73739400348.0,5.179355909343193,333.0,4.115202337772373,1526.0,224.19169264858712,411.9812231998711,318.0,-155.0,1681.0,147.72011870992304,502.7471051035648,1.3010373646984268,9217425043.5,0.0365468313701564,83026.1234207528,706.5698800949847,24.113211889836005,1106555.987199572,15474.368782194018,523.3414755368115,22.85071610370061,0.916468883532067,3.279526739357,3.2714290990753576,11.776643583158814,0.0041105466436731,9.096227161024002,-0.24468681398065,0.9550193064577406,0.3137424164796031,0.9953381484445364,0.3915661407798154,0.9566540680421698,0.3086435623658642,0.0156512247959394,6.140780913086058,136.54804791012808
sample_0085,sample_0085_crop_warp_outlier.nii.gz,sample_0085_crop_label_warp_outlier.nii.gz,warp,0.6565384814825044,0.4950004734748153,40.72321145504336,82.26903535904452,76.79192665899195,94.00531899844816,95.25754563287887,96.10671152422186,74267.05729166667,54.01278754765755,0.3972530581647354,21508.709435291334,0.2896130561740296,74443.75,82.0,632.0,87568755123.0,4.853888297844496,249.0,6.075785840797651,1499.0,181.57279924498656,294.53601041054486,213.0,-121.0,1620.0,110.89087546163816,383.4559433016555,1.7328263412894298,10946094390.375,0.0476550551705012,60286.99902480182,391.7555778162997,17.283646651876467,889059.7063764528,13047.736767795535,383.8146929388952,11.69293500444841,0.9409283368867702,2.2692860817842737,2.798214604136064,6.376553115924387,0.0076488395819288,8.229316252188825,-0.3038473234353452,0.970218513127829,0.4041299962827201,0.99728949124742,0.468553076216861,0.967554509122009,0.3815257314247369,0.024228022432142,5.820181152567863,98.87690698583596
sample_0670,sample_0670_crop_sphere_outlier_mean_std_inpaint.nii.gz,sample_0670_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,sphere_mean,0.6008206266080455,0.4076667255090086,28.427665776414337,69.7326124444418,58.80688735173798,76.96914966400499,69.46221994724903,77.85403008194245,27891.734375,41.89679190388552,0.3918430570795819,11350.691377339654,0.4069553805701498,27919.875,100.0,712.0,40029280003.0,5.040249119351262,304.0,4.183521034384198,1407.0,195.7368051857728,341.3929100685444,268.0,-160.0,1567.0,131.5526917846739,423.33790965832014,1.2537112850594374,5003660000.375,0.0390542953647835,62665.86670880685,540.6872963701973,21.12817118301855,640358.996103104,9747.707666916564,395.4447618833306,18.303818499497005,0.9116040045871908,2.8783733857400158,3.10136545567855,9.75514407325504,0.0051800519377586,8.731075213286385,-0.267737308299429,0.9619187042668198,0.3506533261253324,0.995655039349002,0.4227548032628481,0.958926013627307,0.3390975443867741,0.0187092911760636,6.009823639764319,103.43714509570684
sample_0670,sample_0670_crop_sphere_outlier_water.nii.gz,sample_0670_crop_label_sphere_outlier_water.nii.gz,sphere_water,0.6004657565144076,0.4732808321070433,33.045061524866334,69.82125470357614,58.80688735173798,76.96914966400499,69.46221994724903,77.85403008194245,32252.244791666668,41.925272526368,0.412961479186197,11865.368028366358,0.367892780952479,32279.875,92.0,659.0,40521275818.0,4.937546888825948,279.0,4.72951907172463,1407.0,184.50689338930053,315.68107063611615,241.0,-160.0,1567.0,121.21716610580718,396.123529240105,1.3942977804743282,5065159477.25,0.0429795724291447,57259.31205967183,485.29019251648486,19.993372905148814,603286.1882656815,9502.885690687972,357.7797999672304,15.578128755397389,0.9165363272127792,2.629416986174764,2.984081104128614,8.449287088650623,0.0062662189205587,8.48493267705495,-0.2760741974686916,0.9626773184766092,0.3709051823136005,0.9962951742090566,0.440288431661073,0.9622540886780678,0.3562495178548205,0.021383102395472,5.889523747087882,93.33948218065692
sample_0577,sample_0577_crop_warp_outlier.nii.gz,sample_0577_crop_label_warp_outlier.nii.gz,warp,0.5752791451054308,0.3967464511965168,30.695990257610696,77.36928752616953,66.10975722236469,82.76472678623425,80.70006195784487,84.01636745301477,40226.0,44.508937585471074,0.4162972078234699,13638.036842101988,0.3390353712052401,40275.5,148.0,841.0,78165581085.0,5.121851374169554,319.0,4.252467466942339,1488.0,217.4177504122212,404.68893309828553,313.0,-150.0,1638.0,142.38789436918756,492.5409192174536,1.3420115178656398,9770697635.625,0.0384749838677564,78823.42453134546,640.4981508547488,22.817490341112716,1038651.8927617528,14842.486888668118,498.6069847257626,19.16840723687076,0.9260696917933092,2.9296627423964146,3.1284419869643214,10.280126769852377,0.0051263159268384,8.858830587864592,-0.2698627775838392,0.96373545943605,0.3489490250121446,0.9957283392010648,0.4211334501794355,0.9594453823044508,0.3351379762591835,0.0201714964011244,6.086167981490534,129.44384799065836
sample_0670,sample_0670_crop.nii.gz,sample_0670_crop_label.nii.gz,normal,0.6697139156904671,0.5039746494798079,33.45185849497691,66.37607373606038,58.80688735173798,76.96914966400499,69.46221994724903,77.85403008194245,37179.192708333336,44.45298024993617,0.4239783863480727,12705.947129221107,0.3417488709046982,37215.25,94.0,695.0,50752160631.0,5.00659172932512,298.0,4.327445204921173,1407.0,193.1567420085612,330.2344972827,254.0,-160.0,1567.0,128.9539068774542,412.8780586672335,1.2990645605920166,6344020078.875,0.0404524247897997,61413.46813326595,517.8252691179308,20.631343513265385,636395.6345071867,9828.59450091628,386.0431954480404,17.366141728344907,0.9139385361672664,2.7906931746738177,3.061245740445197,9.325145710774333,0.0056075197531949,8.641894208138316,-0.2713710953124607,0.962390551226994,0.3585722883702017,0.9958745680631662,0.4295273941982611,0.9601032941112824,0.3452995469848072,0.0199338390755124,5.9685283863825305,100.85233429409634
sample_0571,sample_0571_crop_warp_outlier.nii.gz,sample_0571_crop_label_warp_outlier.nii.gz,warp,0.6209598586844095,0.4863289693019612,40.10595732654489,82.46672490867624,65.89764790946639,99.71208552627913,81.18035476640885,100.6255434767932,68977.86979166667,51.20852584545767,0.391336363163874,20784.541024448856,0.301321874497201,69207.125,92.0,596.0,77062149784.0,4.74906012466637,229.0,6.771792410976917,1406.0,170.6666462604071,289.34028468889585,211.0,-107.0,1513.0,101.43434599945952,373.0784489528365,1.883547083812088,9632768723.0,0.0520995393686908,55469.72872920295,376.6292731308718,17.065632982479602,836208.5405557504,12468.05342071624,352.8976987377161,11.328875723256406,0.937821571633478,2.112445023933068,2.717390440702637,6.714626825307842,0.0099501846066003,7.968302568386003,-0.3207798703819454,0.9729930219310484,0.4434328542498006,0.99713068213261,0.4998386943364611,0.9685184371478464,0.3980278165019309,0.0331477323221063,5.72205370077999,91.0566436152432
sample_0518,sample_0518_crop.nii.gz,sample_0518_crop_label.nii.gz,normal,0.7602526071426445,0.5344232423306012,35.183896155902325,65.83526570151885,77.13138142157186,79.66335418497015,79.26695402246764,80.48291744215042,46036.640625,50.05143239150843,0.4341129531260545,14309.258514938292,0.31082325557803,46062.125,121.0,715.0,69184953101.0,4.953330041903228,253.0,5.656868955120266,1496.0,190.2113884926868,347.74359899809224,267.0,-105.0,1601.0,114.16683794271016,433.30015777146514,1.6703286204325798,8648119137.625,0.0437955549494012,66823.4160806306,480.959457659059,19.487451306627463,984247.5661318988,14284.59178720784,422.1438083491707,17.35014060270167,0.9211599950270762,2.584893223411744,2.9663875884337187,10.472050854770078,0.0069787644537091,8.465526542463719,-0.292757146456675,0.969300569069201,0.405597833016483,0.9960352114700884,0.4671981206277834,0.963769281287428,0.370059340822011,0.0234900323362258,5.935860538327551,109.873487237968
sample_0518,sample_0518_crop_sphere_outlier_mean_std_inpaint.nii.gz,sample_0518_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,sphere_mean,0.648828271503739,0.5002465581052087,36.57696942741167,73.11788324132564,77.13138142157186,79.66335418497015,79.26695402246764,80.48291744215042,33768.067708333336,47.44094979948152,0.3727532251364934,13553.980444466008,0.4013845435734285,33795.875,123.0,800.0,59638491689.0,5.108450332856146,297.0,4.677129486127848,1496.0,212.5716335038882,377.0701564909919,288.0,-105.0,1601.0,133.72961189767616,469.6631478246077,1.4526389648960123,7454811461.125,0.0385816189743755,78401.56950837816,550.4295181030232,20.754398440550787,1122881.4958889356,15766.9968067496,499.5597695412587,20.82353298038632,0.9201387595600452,2.88747605321497,3.11114051397451,12.23493889513517,0.0056129920700611,8.783952412371377,-0.2855985199266409,0.9699587791876076,0.3792096032415717,0.9952509862549436,0.4445940977166032,0.9597991324553544,0.3500068792004501,0.0206361725083313,6.10256546392838,130.09582563041133
sample_0518,sample_0518_crop_sphere_outlier_water.nii.gz,sample_0518_crop_label_sphere_outlier_water.nii.gz,sphere_water,0.7534247569359255,0.5173195561945897,33.76740504088289,65.27378413697798,77.13138142157186,79.66335418497015,79.26695402246764,80.48291744215042,40877.921875,49.1788849476907,0.4215558135341697,13613.033537865158,0.3330167707520028,40912.875,122.0,698.0,59746153840.0,4.928840918838542,245.0,5.871985016728172,1496.0,185.1704373686229,344.1956230159821,266.0,-105.0,1601.0,110.24652403847684,427.24794588648047,1.7051893138667022,7468269230.0,0.0445246921712771,64070.18036085687,471.0423944728273,19.347720622839315,936413.1204562276,13649.588026541884,403.7802804861573,16.949565256942297,0.9195360536770092,2.5479285789496853,2.946942133304073,10.264902388443856,0.0071363435027983,8.421591758666539,-0.2932534945468922,0.9689526454426148,0.4092068107951196,0.9961257566379108,0.4702593901880091,0.9642586504631916,0.3726059033895804,0.0236855096908475,5.911644224423272,105.1824614357748
