,Surface_Area,Volume,Centroid_X,Centroid_Y,Centroid_Z,Mean_Curvature,Mesh_Density,Num_Edges,Euler_Characteristic,File_Path,Label
23,10367.054379237228,39418.604298011975,-3.4235914195952293,-92.05617305306782,-355.5759389324183,-0.08886141256126245,16.586003478902494,104,257818,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0057_surface.vtk,normal
24,17201.668069822208,78199.47603570228,-3.9518416170492308,-90.0647562714095,-356.19028168437376,-0.06911082101376827,9.996007323362868,105,257817,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0059_surface.vtk,normal
25,13043.34306548308,54173.787930186634,-4.297760506560533,-91.45958730619988,-355.0708116184776,-0.07931168901202254,13.182816639625942,75,257847,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0060_surface.vtk,normal
26,9752.162953909356,34351.06893590133,-4.125669794126341,-92.43418121455774,-354.4150604845241,-0.08879917248888378,17.63178084827542,136,257786,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0061_surface.vtk,normal
27,11327.358975097583,44426.89531507058,-4.873985553252864,-92.07410749598354,-355.86217160423695,-0.09488293109107715,15.179884417719595,593,257329,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0062_surface.vtk,normal
28,12370.82231699393,47067.821470049894,-4.091347558759368,-91.22851745949664,-355.0250620998566,-0.07062072219696798,13.899480211900967,155,257767,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0066_surface.vtk,normal
29,11443.840522533366,46455.820582355336,-4.495985647420257,-91.11383218889601,-356.0133884623461,-0.081819164856602,15.025375411465033,135,257787,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0067_surface.vtk,normal
30,13836.068959838269,53615.4161856501,-4.244963907038541,-92.2050539889139,-356.31179500652763,-0.07570041873156762,12.427518285656905,135,257787,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0068_surface.vtk,normal
31,14327.52210572144,60514.41984703411,-4.130522794681141,-91.38723942002024,-355.9493550403865,-0.07512603802737731,12.001237808688192,81,257841,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0069_surface.vtk,normal
32,11997.477016579958,49150.28767936776,-4.768165188437194,-91.67048086904632,-355.7945124219829,-0.0812826791467116,14.332013285991364,94,257828,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0071_surface.vtk,normal
33,15648.244928654352,64501.158835316804,-4.503175857793966,-91.05752249436388,-356.2992609562548,-0.07413487286779223,10.98832493892888,89,257833,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0074_surface.vtk,normal
34,13772.565329567367,58601.90221573395,-4.272299992058593,-91.30174184973441,-355.8455923503616,-0.07703059025578103,12.484820066952722,87,257835,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0076_surface.vtk,normal
35,10491.915000308287,37690.04417496307,-3.649580656234178,-92.7218934178369,-356.0387360699202,-0.08765907329722161,16.388619236330793,171,257751,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0081_surface.vtk,normal
36,15520.490764052245,68241.04877386254,-4.4545811459862,-90.97250507159512,-357.1100133523437,-0.07062576818390787,11.078773385069564,153,257769,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0083_surface.vtk,normal
37,14272.615676788571,62538.56985711008,-4.700167802446206,-90.98695010458839,-356.29653772640916,-0.06852024798607795,12.047406298457087,141,257781,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0085_surface.vtk,normal
38,14365.579673877786,59249.076814148204,-4.023225976508489,-91.11369848826952,-355.91209242519335,-0.0809630839418344,11.96944390017678,194,257728,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0087_surface.vtk,normal
39,10910.23818700946,41670.23000236364,-3.829732304072275,-92.67190950657063,-354.95888025455594,-0.08522404862392333,15.760242540326395,90,257832,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0089_surface.vtk,normal
40,11562.371785712125,43489.4059741416,-3.9059119915708957,-90.67580603826814,-355.62257126520143,-0.0922703654114998,14.871343283778497,256,257666,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0097_surface.vtk,normal
41,11409.902599677658,44056.75062107371,-3.3853715613132116,-91.64866953311922,-355.72154748876204,-0.08850119277137336,15.07006729442701,254,257668,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0098_surface.vtk,normal
42,12429.306301938635,48137.77715491476,-4.075751545510398,-91.18284249922958,-355.97677460082394,-0.07926641117941848,13.834078573892798,106,257816,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0101_surface.vtk,normal
43,15460.270497158645,69668.97480370139,-4.348081455245346,-91.35809963402214,-355.64203488672223,-0.07030491823689135,11.121927008431149,110,257812,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0103_surface.vtk,normal
44,12684.71880876943,51042.37270318592,-4.288214642714789,-91.54718486193241,-355.95528208947826,-0.07589009167995198,13.555523192293848,110,257812,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0104_surface.vtk,normal
45,12818.692382452147,52395.56734247034,-4.037209047973535,-91.4366145542264,-355.3591598141055,-0.08149007517045967,13.413848688293998,66,257856,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0108_surface.vtk,normal
46,11015.116601937767,39866.2540252273,-5.0435708733284015,-91.27178840487758,-355.5424817790216,-0.08953630475105089,15.61018427800856,185,257737,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0109_surface.vtk,normal
47,14992.54023525038,61909.208704503035,-4.432779945205114,-90.76618066727933,-356.3331584375532,-0.0714517151227174,11.468903688230016,79,257843,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0110_surface.vtk,normal
48,11425.835967043995,44535.34669692826,-4.394956986045504,-92.16248715077136,-355.3329648587456,-0.08271718828040314,15.049052034000544,70,257852,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0111_surface.vtk,normal
49,13065.464777495186,56973.579695923305,-4.552603610544718,-91.02530713625144,-356.3840410998313,-0.07722215320693408,13.160496234024105,489,257433,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0112_surface.vtk,normal
50,11597.109226221615,46056.64952949566,-3.9154680190155053,-91.59136974232874,-354.7068756363936,-0.09878267886369438,14.826798355164009,177,257745,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0113_surface.vtk,normal
51,12368.163208216227,51303.03394167212,-4.285759597870195,-91.38931500707395,-356.01816821496436,-0.07897591011379707,13.90246854810051,76,257846,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0117_surface.vtk,normal
52,14879.423526812529,65768.2612063183,-4.134291155441753,-91.01914916804424,-356.1845633539004,-0.07733617065815401,11.556092861403664,81,257841,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0118_surface.vtk,normal
53,14685.52270980408,65663.97892131099,-4.343579503574189,-90.78465406354447,-356.10757041405367,-0.06903025184536526,11.708674141044174,203,257719,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0121_surface.vtk,normal
54,10165.521226248797,35939.75046610395,-3.14044039021483,-92.08774373647297,-354.3990681221451,-0.08754332170304034,16.91482376289828,177,257745,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0123_surface.vtk,normal
55,12382.155439729899,48809.62814407641,-4.52360754050706,-91.86494645509983,-356.59546103270276,-0.08643178323361224,13.886758314168832,516,257406,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0129_surface.vtk,normal
56,11669.040586111061,44127.47627305401,-3.9472039740315146,-91.36496552364346,-355.4719826997677,-0.08043203394168266,14.735401658012835,68,257854,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0131_surface.vtk,normal
57,13985.192676878121,61356.04119481375,-4.152401311673622,-91.00678018377928,-355.7592397250152,-0.07829042115962395,12.295004006936821,166,257756,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0133_surface.vtk,normal
58,13292.978820520759,54939.849327784264,-3.7686313094771773,-91.23920839621421,-355.8149319875936,-0.07876547743784214,12.935249677413076,115,257807,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0134_surface.vtk,normal
59,11487.024945640424,43742.60971593189,-3.9750922017503996,-91.55368167567184,-355.06417433950713,-0.09741555064202383,14.968888882343554,111,257811,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0135_surface.vtk,normal
60,14477.769398858887,60619.68738546082,-4.660403878174051,-91.42371610136959,-355.7296323969508,-0.07406917729631132,11.876691447617107,57,257865,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0136_surface.vtk,normal
61,10675.29961067227,39504.43898060946,-4.51809497549671,-92.85343321754641,-354.90027601754326,-0.08386391663280453,16.107088912811477,200,257722,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0138_surface.vtk,normal
62,13730.61147382729,60136.39237483413,-4.508755339040311,-91.74403180643205,-355.7188429610672,-0.06379849452190488,12.52296740955492,123,257799,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0139_surface.vtk,normal
63,10773.368959441912,41284.13841180675,-4.275001615817647,-90.1664525677972,-355.6916658070287,-0.08225612087843949,15.960467022648722,103,257819,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0141_surface.vtk,normal
64,11214.000764179316,40242.918875040246,-5.603451836189462,-92.98332458050248,-356.45889734380336,-0.08671524083696872,15.333332288441646,129,257793,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0144_surface.vtk,normal
65,10654.905303967349,40487.334056617656,-3.6797288417457152,-91.990359498367,-356.0813570310308,-0.08891573106535278,16.137919117495606,1303,256619,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0146_surface.vtk,normal
66,13100.435320834915,55502.992514764235,-3.7495792513444015,-92.5047441862036,-355.6308850994281,-0.07565719810253074,13.12536536297646,324,257598,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0149_surface.vtk,normal
67,14302.932617770926,66380.08664034128,-4.723995469474245,-91.27847842016311,-355.94763047876137,-0.07882758221971077,12.021870241237117,68,257854,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0151_surface.vtk,normal
68,14440.992238233839,64554.34590047843,-4.245205262044635,-91.43499988381993,-355.71894642979703,-0.07110696822416945,11.906938052688101,50,257872,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0152_surface.vtk,normal
69,9655.61779437853,36912.65639122985,-4.243122113165065,-91.89030294342169,-355.2455597078337,-0.08226380803143096,17.808078536425455,293,257629,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0154_surface.vtk,normal
70,11473.60381539967,46924.977041627506,-4.189835652820904,-91.75708819923128,-355.48411432884717,-0.08568415472416865,14.986398586398321,138,257784,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0155_surface.vtk,normal
71,12124.211167704985,50044.14964780992,-4.008334213988376,-91.40104512721848,-355.78723030236023,-0.0822884006122194,14.182201020880797,137,257785,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0160_surface.vtk,normal
72,11755.449042224547,46477.29250681001,-3.803430012963343,-91.4519412732546,-356.0403420323854,-0.08438550446879929,14.62708905311722,157,257765,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0162_surface.vtk,normal
73,13434.924561880805,54610.87879334856,-4.210139278724028,-91.48488050824176,-355.42751147653934,-0.07842738293036958,12.798583215559816,78,257844,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0163_surface.vtk,normal
74,11950.918906557847,45698.86827480147,-3.871900532322797,-91.27520203035527,-355.51187547411297,-0.08243119078299292,14.387847607738909,94,257828,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0165_surface.vtk,normal
75,10972.50476505513,41374.9725129173,-5.617349472926807,-91.38337148107466,-355.39284193796436,-0.08207569201365539,15.670806591728654,85,257837,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0169_surface.vtk,normal
76,15206.247394980668,66881.33870345572,-4.834723368025713,-91.13860829056983,-355.2334953869979,-0.08411074665969695,11.307720802750927,93,257829,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0170_surface.vtk,normal
77,14848.739965698474,64199.45850414476,-3.920324345814023,-91.58759421547676,-355.542438635843,-0.07376737953663619,11.579972468856665,98,257824,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0174_surface.vtk,normal
78,14156.897602660165,61804.364972629,-4.566417317776797,-91.63469339363324,-355.8512327809594,-0.06642277483632071,12.145881451292686,79,257843,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0175_surface.vtk,normal
79,10775.936898071179,41985.266537655814,-4.410408855097226,-91.62292761144032,-355.28796846222707,-0.07356154637764144,15.956663594678023,200,257722,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0176_surface.vtk,normal
80,12023.131040241225,45274.661364801854,-4.1044178593186516,-91.42157711810448,-356.021513974736,-0.08184996003795529,14.301432748632017,84,257838,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0178_surface.vtk,normal
81,14079.122382407677,62712.87151656403,-4.018483384104797,-90.5612769924574,-356.2157240075679,-0.07509755757706864,12.212977153665106,109,257813,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0183_surface.vtk,normal
82,13568.526387919848,59976.63904076672,-4.30297259232642,-90.82515341615257,-356.0836421741883,-0.07410150102857054,12.672562597002905,96,257826,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0186_surface.vtk,normal
83,15808.092457918443,62874.22933445849,-4.718105634179186,-90.60613346252545,-356.21534924607596,-0.0753893660804584,10.8772137092271,121,257801,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0189_surface.vtk,normal
84,14565.108811338723,58791.92935579312,-4.1697879904495485,-91.18912560605142,-355.8240683687178,-0.07332397677485034,11.805473081405406,97,257825,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0193_surface.vtk,normal
85,12465.976197952661,49543.94101242685,-4.345282337622105,-91.21690665772748,-355.3263060608454,-0.06847623447035729,13.79338427007744,131,257791,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0194_surface.vtk,normal
86,10684.505407972723,43673.856236484666,-4.306196405438487,-91.73259735599656,-355.48638943165713,-0.08997470215032528,16.09321100363647,187,257735,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0195_surface.vtk,normal
87,12114.917470806153,46529.41069475807,-4.757413124717747,-91.83822078306983,-354.6994025593558,-0.07300158444642002,14.19308058964088,171,257751,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0196_surface.vtk,normal
88,10652.141215520818,41645.77555828971,-4.4207973652390855,-91.99909746954587,-356.58721350595584,-0.07259562226342225,16.142106692076265,362,257560,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0198_surface.vtk,normal
89,11096.760898007205,45047.402074383615,-4.742478451605083,-90.51479348958227,-355.89684648942045,-0.08524581571545804,15.495332519138897,116,257806,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0202_surface.vtk,normal
90,12653.58675729255,51835.31630769773,-4.179614241579593,-90.85473898523288,-355.5085544602232,-0.08172781826799395,13.588874308772763,101,257821,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0205_surface.vtk,normal
91,14091.476396302814,60609.5902580113,-4.2589701035495375,-91.33043834662104,-355.96183911513594,-0.07620016212330678,12.202270022260695,73,257849,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0206_surface.vtk,normal
92,10667.487148115459,41141.479714064706,-4.725883252391022,-92.79546425121892,-354.8679945895121,-0.08893403406012616,16.11888513316622,226,257696,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0207_surface.vtk,normal
93,11155.807357150297,45105.45534147895,-4.1840290336656,-91.25772766523654,-354.70283334513255,-0.08510934896587048,15.413317431462296,79,257843,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0208_surface.vtk,normal
94,10359.174211549349,36237.05693382966,-5.213254885798493,-92.19665538146725,-355.111403182108,-0.09548620601450974,16.598620361871774,609,257313,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0209_surface.vtk,normal
95,13062.535983916927,53217.055109377645,-4.316459286804142,-91.44913219471965,-355.3837508930421,-0.08035471645538735,13.163446991587904,69,257853,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0210_surface.vtk,normal
96,13924.575814104894,58299.48263596208,-4.471073028652652,-91.16005545141734,-355.8855256049427,-0.06080671404498124,12.348526970985022,101,257821,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0212_surface.vtk,normal
97,11225.345028251308,41860.02287859929,-2.715450571686702,-92.15151240706797,-355.4843881968734,-0.08805254645827013,15.317836517920036,154,257768,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0213_surface.vtk,normal
98,10164.411482514024,38647.89202072224,-5.842815139355247,-91.26227826637789,-355.03133017946124,-0.08987802983979375,16.916670512188972,212,257710,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0214_surface.vtk,normal
99,10379.087819502673,38300.90768909932,-4.268863564604726,-91.47751241856673,-356.11958516977427,-0.08915596746340787,16.56677378496631,122,257800,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0215_surface.vtk,normal
100,14451.580476514519,56857.87863859568,-4.824134995406134,-90.8721192596555,-355.92385428836604,-0.06689504036009618,11.89821419736307,123,257799,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0216_surface.vtk,normal
101,11854.13570121194,45710.021047951,-5.065653202757245,-91.82826630257468,-355.8532550454619,-0.08705124077742159,14.505317328400452,157,257765,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0217_surface.vtk,normal
102,10637.673708871505,40592.76413682263,-4.115617872475654,-92.34168603948552,-355.23198199205547,-0.08859757198056305,16.164060367503136,97,257825,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0218_surface.vtk,normal
103,15314.996736591655,66982.98012431728,-4.184461114886505,-91.21570200816012,-355.67951551114237,-0.07288508541391411,11.22742648643012,47,257875,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0219_surface.vtk,normal
104,11503.8095828014,44880.49175309109,-4.448357086844476,-92.128387713347,-355.97977940219425,-0.08354868958620673,14.947048520089234,88,257834,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0222_surface.vtk,normal
105,9518.095812423702,32694.42922080344,-2.867867674962668,-92.81809294846684,-355.8805056762069,-0.09382409454511567,18.06537813745908,379,257543,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0224_surface.vtk,normal
106,14276.401164690784,59560.10829855656,-4.651849990772846,-90.96570534167897,-356.3673354501719,-0.07757723640780285,12.044211844177626,182,257740,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0227_surface.vtk,normal
107,9358.868643621588,33221.49468116589,-3.1162728746649084,-91.41077266765642,-355.1504718189673,-0.09695972491814074,18.372733558685947,225,257697,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0228_surface.vtk,normal
108,14143.398502674967,61279.97303527547,-4.716668444491748,-91.40111823669893,-355.86250479587414,-0.07613758537468907,12.15747403055066,93,257829,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0231_surface.vtk,normal
109,10335.701575234936,38376.817338802284,-4.682477378524653,-91.90781089527553,-355.6279419588448,-0.09122058417659598,16.6363162431082,114,257808,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0232_surface.vtk,normal
110,14010.613248550475,59281.47397216271,-4.161510814121849,-91.4739884197928,-355.5253812418407,-0.07685311817616731,12.272696201773293,74,257848,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0233_surface.vtk,normal
111,10325.159321397708,36624.90712522801,-4.0657452953338185,-91.33775230944886,-355.0192882725636,-0.08390198564955349,16.653302350856464,150,257772,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0234_surface.vtk,normal
112,14033.625994451015,59231.93436595168,-4.323464380067385,-90.88641804535445,-356.44915107711785,-0.07490580603587126,12.25257107949074,60,257862,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0236_surface.vtk,normal
113,10018.173069410055,35079.3867928861,-3.9037612090763276,-91.95574304428492,-355.15710643095525,-0.09130598032644648,17.163608455221624,159,257763,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0238_surface.vtk,normal
114,14584.789101701612,65157.1014566142,-4.276571913836551,-91.09653312717329,-355.88919323869413,-0.0728035198116666,11.789543119272034,94,257828,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0241_surface.vtk,normal
115,13778.665057180127,62678.04900422653,-4.61744439911878,-92.02869562168871,-356.500185346424,-0.08159769670582495,12.47929311630934,123,257799,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0242_surface.vtk,normal
116,15284.300946514944,65374.58428337858,-4.46761386027485,-91.28998181332297,-356.1144327553617,-0.06808160034579416,11.249974768339456,144,257778,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0243_surface.vtk,normal
117,12428.836981710552,50690.44479319051,-4.220224298783739,-91.94410212297281,-355.47629321725816,-0.07046948100881897,13.834600956873697,155,257767,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0244_surface.vtk,normal
118,11424.265495640859,43479.924751224535,-5.148365287182095,-90.98707633944593,-355.65249148320726,-0.08508140067122726,15.051120797709924,166,257756,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0245_surface.vtk,normal
119,10593.018372993265,37448.9721279114,-3.272354439585718,-92.53088050876373,-354.81610451616353,-0.08999525344556443,16.232200676473738,122,257800,/Volumes/KINGSTON/summerschool/challenge_data/train/surfaces/sample_0247_surface.vtk,normal
